user_id,age_group,education_level,neurodivergence_type,primary_challenge,prior_elearning_experience,font_type,font_size_pt,color_theme,layout_mode,content_format,text_to_speech_enabled,session_reminder_used,session_duration_min,task_completion_rate,number_of_setting_changes,errors_or_backtracks,sus_score,engagement_score,would_recommend,feedback_theme
WALS-104247,Higher Ed (18-24),Secondary,Autism,Attention & Distraction,Extensive,Standard,18,Default,Standard,Text,False,False,20.1,0.48,2,1,86.9,5.0,True,Neutral: No Strong Opinion
WALS-108425,Higher Ed (18-24),Undergraduate,Autism,Attention & Distraction,Extensive,Dyslexia-Friendly,14,High-Contrast,Distraction-Free,Visual,False,True,18.3,0.77,2,0,80.2,9.0,True,Suggestion: More Audio Content
WALS-100915,Higher Ed (18-24),Undergraduate,Autism,Sensory Sensitivity,None,Standard,11,High-Contrast,Simplified,Audio,False,False,28.2,0.33,3,2,82.8,9.0,True,Suggestion: Better Font Controls
WALS-101305,School (13-17),Undergraduate,ADHD,Attention & Distraction,Some,Standard,18,Dark Mode,Distraction-Free,Audio,False,True,23.6,0.54,4,1,90.9,8.0,True,Positive: Helpful Personalization
WALS-106170,Higher Ed (18-24),Undergraduate,Dyscalculia,Cognitive Overload,Extensive,Dyslexia-Friendly,17,Default,Distraction-Free,Audio,True,False,12.3,0.73,2,1,63.1,7.0,False,Neutral: No Strong Opinion
WALS-103049,Adult Learner (25+),Undergraduate,Multiple,Attention & Distraction,Some,Dyslexia-Friendly,18,Dark Mode,Distraction-Free,Visual,False,True,9.9,0.8,1,2,68.2,6.0,True,Neutral: No Strong Opinion
WALS-110096,Higher Ed (18-24),Undergraduate,ADHD,Cognitive Overload,Extensive,Standard,17,Low-Stimulation Pastel,Simplified,Multimodal,True,True,18.3,0.64,3,0,96.5,7.0,True,Suggestion: More Audio Content
WALS-101273,Higher Ed (18-24),Secondary,ADHD,Attention & Distraction,Extensive,Standard,17,High-Contrast,Distraction-Free,Multimodal,False,False,14.4,0.86,1,1,73.9,4.0,True,Neutral: No Strong Opinion
WALS-108612,Higher Ed (18-24),Undergraduate,ADHD,Attention & Distraction,None,Standard,13,Low-Stimulation Pastel,Distraction-Free,Visual,True,True,20.3,0.93,1,1,74.6,6.0,True,Positive: Ease of Use
WALS-102796,Higher Ed (18-24),Postgraduate,Autism,Attention & Distraction,Extensive,Dyslexia-Friendly,19,Default,Simplified,Multimodal,False,False,18.7,0.91,3,3,88.0,8.0,True,Suggestion: Better Font Controls
WALS-101398,Higher Ed (18-24),Undergraduate,Dyscalculia,Cognitive Overload,Some,Standard,16,High-Contrast,Distraction-Free,Text,False,True,25.9,0.84,3,2,82.6,7.0,True,Suggestion: Better Font Controls
WALS-103358,Higher Ed (18-24),Undergraduate,ADHD,Attention & Distraction,None,Standard,11,Default,Simplified,Multimodal,False,False,12.4,0.27,0,2,80.9,5.0,True,Suggestion: More Audio Content
WALS-100183,Higher Ed (18-24),Undergraduate,ADHD,Attention & Distraction,Extensive,Standard,16,Low-Stimulation Pastel,Distraction-Free,Multimodal,False,True,14.4,0.94,3,0,57.0,5.0,False,Positive: Ease of Use
WALS-106901,School (13-17),Secondary,Dyslexia,Reading Comprehension,None,Dyslexia-Friendly,23,Low-Stimulation Pastel,Simplified,Visual,False,True,29.3,0.96,0,1,82.8,7.0,True,Suggestion: More Audio Content
WALS-107737,Higher Ed (18-24),Undergraduate,Autism,Cognitive Overload,Extensive,Dyslexia-Friendly,11,High-Contrast,Simplified,Multimodal,False,False,8.3,0.9,0,0,98.0,7.0,True,Positive: Ease of Use
WALS-106918,Adult Learner (25+),Secondary,Multiple,Reading Comprehension,Some,Dyslexia-Friendly,19,Dark Mode,Standard,Multimodal,False,False,8.4,0.93,1,1,100.0,10.0,True,Positive: Helpful Personalization
WALS-107333,Adult Learner (25+),Undergraduate,Autism,Cognitive Overload,Some,Dyslexia-Friendly,12,Dark Mode,Distraction-Free,Text,False,False,17.8,0.74,4,1,74.2,9.0,True,Suggestion: More Audio Content
WALS-106975,Higher Ed (18-24),Undergraduate,Dyslexia,Reading Comprehension,None,Dyslexia-Friendly,18,High-Contrast,Standard,Text,False,False,13.2,0.72,0,0,63.6,5.0,True,Positive: Ease of Use
WALS-107893,School (13-17),Secondary,Multiple,Cognitive Overload,Some,Dyslexia-Friendly,15,Default,Distraction-Free,Multimodal,False,False,17.7,0.71,2,1,53.7,10.0,False,Positive: Ease of Use
WALS-104567,Higher Ed (18-24),Undergraduate,Dyslexia,Reading Comprehension,None,Standard,16,Default,Standard,Multimodal,True,True,22.5,0.66,2,0,72.0,8.0,True,Positive: Ease of Use
WALS-108093,Higher Ed (18-24),Undergraduate,Multiple,Cognitive Overload,Extensive,Standard,22,High-Contrast,Standard,Audio,False,True,31.3,0.75,3,0,76.8,8.0,True,Positive: Ease of Use
WALS-108604,Higher Ed (18-24),Secondary,ADHD,Cognitive Overload,Some,Standard,13,High-Contrast,Distraction-Free,Visual,False,False,26.1,0.58,6,0,78.3,8.0,True,Neutral: No Strong Opinion
WALS-102656,Higher Ed (18-24),Secondary,Dyscalculia,Cognitive Overload,Some,Dyslexia-Friendly,14,High-Contrast,Distraction-Free,Visual,False,True,14.5,0.6,4,1,82.2,6.0,True,Neutral: No Strong Opinion
WALS-110111,School (13-17),Secondary,Dyslexia,Cognitive Overload,None,Dyslexia-Friendly,16,Default,Distraction-Free,Visual,True,False,14.3,0.75,1,0,94.8,7.0,True,Positive: Helpful Personalization
WALS-107755,Higher Ed (18-24),Secondary,ADHD,Attention & Distraction,Extensive,Dyslexia-Friendly,17,Low-Stimulation Pastel,Distraction-Free,Audio,True,False,24.1,0.54,2,0,95.6,8.0,True,Suggestion: More Audio Content
WALS-101961,Higher Ed (18-24),Undergraduate,Autism,Cognitive Overload,None,Standard,16,High-Contrast,Distraction-Free,Multimodal,False,False,10.2,0.57,0,3,76.9,7.0,True,Positive: Helpful Personalization
WALS-104992,Adult Learner (25+),Undergraduate,Multiple,Attention & Distraction,Extensive,Dyslexia-Friendly,11,Low-Stimulation Pastel,Simplified,Visual,False,False,11.9,0.9,2,1,83.8,6.0,True,Suggestion: Better Font Controls
WALS-104891,School (13-17),Undergraduate,Dyslexia,Cognitive Overload,Extensive,Standard,17,High-Contrast,Simplified,Audio,True,False,16.1,0.77,1,2,79.2,5.0,True,Neutral: No Strong Opinion
WALS-107220,Adult Learner (25+),Secondary,Dyslexia,Reading Comprehension,None,Dyslexia-Friendly,19,Dark Mode,Distraction-Free,Audio,True,True,33.7,0.26,6,0,78.9,6.0,True,Neutral: No Strong Opinion
WALS-110049,School (13-17),Postgraduate,Autism,Attention & Distraction,Some,Dyslexia-Friendly,16,Low-Stimulation Pastel,Distraction-Free,Audio,False,True,16.7,0.91,1,2,92.8,7.0,True,Positive: Ease of Use
WALS-107825,School (13-17),Undergraduate,ADHD,Attention & Distraction,None,Standard,11,Dark Mode,Simplified,Audio,False,True,29.0,0.72,5,2,90.9,5.0,True,Neutral: No Strong Opinion
WALS-107722-R,Higher Ed (18-24),Secondary,Multiple,Sensory Sensitivity,Some,Dyslexia-Friendly,16,Low-Stimulation Pastel,Simplified,Visual,False,False,30.1,0.81,1,3,45.4,6.0,False,Neutral: No Strong Opinion
WALS-109919,Higher Ed (18-24),Postgraduate,Multiple,Cognitive Overload,Some,Dyslexia-Friendly,19,Dark Mode,Standard,Multimodal,True,False,4.0,0.77,1,1,53.2,6.0,False,Suggestion: Better Font Controls
WALS-101251,Adult Learner (25+),Secondary,None (Control),Cognitive Overload,None,Standard,11,Low-Stimulation Pastel,Simplified,Multimodal,True,False,16.0,0.49,0,2,88.7,5.0,True,Positive: Helpful Personalization
WALS-103176,School (13-17),Undergraduate,Multiple,Sensory Sensitivity,Some,Standard,18,Low-Stimulation Pastel,Standard,Visual,False,False,21.4,0.69,4,0,70.7,6.0,True,Positive: Ease of Use
WALS-105072,School (13-17),Secondary,Multiple,Attention & Distraction,Some,Dyslexia-Friendly,17,Low-Stimulation Pastel,Simplified,Text,False,False,27.5,0.24,5,4,59.7,5.0,True,Suggestion: More Audio Content
WALS-103359,Higher Ed (18-24),Secondary,Dyscalculia,Cognitive Overload,None,Standard,17,Default,Simplified,Multimodal,True,True,19.8,0.71,1,1,67.9,5.0,True,Suggestion: Better Font Controls
WALS-108584,Higher Ed (18-24),Secondary,None (Control),Sensory Sensitivity,Extensive,Standard,13,High-Contrast,Distraction-Free,Multimodal,True,True,29.1,0.72,3,1,59.7,10.0,False,Neutral: No Strong Opinion
WALS-106191,Higher Ed (18-24),Secondary,Multiple,Reading Comprehension,Some,Dyslexia-Friendly,18,Default,Standard,Multimodal,False,True,7.6,0.62,2,0,100.0,8.0,True,Positive: Ease of Use
WALS-108247,Higher Ed (18-24),Undergraduate,Autism,Sensory Sensitivity,Some,Standard,14,Low-Stimulation Pastel,Standard,Multimodal,False,False,16.8,0.54,0,4,58.5,3.0,False,Suggestion: More Audio Content
WALS-110176,Higher Ed (18-24),Undergraduate,Dyscalculia,Cognitive Overload,Some,Dyslexia-Friendly,21,High-Contrast,Distraction-Free,Text,False,False,32.1,0.66,0,3,75.3,7.0,True,Neutral: No Strong Opinion
WALS-103289,School (13-17),Undergraduate,ADHD,Cognitive Overload,Some,Dyslexia-Friendly,11,Dark Mode,Distraction-Free,Visual,False,False,21.8,0.72,3,2,87.1,3.0,True,Positive: Ease of Use
WALS-110468,Higher Ed (18-24),Undergraduate,ADHD,Cognitive Overload,Some,Dyslexia-Friendly,16,Dark Mode,Simplified,Multimodal,False,True,20.9,0.83,3,0,75.5,6.0,True,Positive: Ease of Use
WALS-109260,School (13-17),Secondary,None (Control),Reading Comprehension,Extensive,Standard,19,Low-Stimulation Pastel,Standard,Multimodal,False,False,18.0,0.89,3,1,74.4,7.0,True,Neutral: No Strong Opinion
WALS-103190,Higher Ed (18-24),Postgraduate,None (Control),Cognitive Overload,None,Standard,19,High-Contrast,Standard,Multimodal,False,True,16.1,0.78,1,2,95.0,7.0,True,Suggestion: Better Font Controls
WALS-106389,School (13-17),Secondary,ADHD,Cognitive Overload,Extensive,Standard,11,Low-Stimulation Pastel,Simplified,Visual,False,True,17.0,0.74,0,2,81.6,5.0,True,Neutral: No Strong Opinion
WALS-107785,Higher Ed (18-24),Undergraduate,Dyscalculia,Reading Comprehension,,Standard,11,Dark Mode,Simplified,Visual,True,False,6.4,0.91,0,0,81.2,,True,
WALS-101051,Higher Ed (18-24),Undergraduate,None (Control),Sensory Sensitivity,Some,Dyslexia-Friendly,20,Default,Standard,Text,False,False,21.5,0.43,3,3,80.2,2.0,True,Negative: Confusing Navigation
WALS-104069,Adult Learner (25+),Postgraduate,Multiple,Cognitive Overload,Some,Standard,19,Default,Distraction-Free,Text,False,True,14.4,0.54,2,0,63.1,4.0,True,Negative: Too Many Options
WALS-106810,Higher Ed (18-24),Undergraduate,Dyslexia,Reading Comprehension,None,Standard,23,Low-Stimulation Pastel,Standard,Visual,False,False,23.0,0.79,3,0,55.2,5.0,True,Suggestion: More Audio Content
WALS-106280,Higher Ed (18-24),Undergraduate,Autism,Attention & Distraction,Extensive,Standard,14,Low-Stimulation Pastel,Simplified,Audio,True,False,18.5,0.72,3,4,62.2,6.0,True,Neutral: No Strong Opinion
WALS-100272,Higher Ed (18-24),Undergraduate,Multiple,Cognitive Overload,Some,Standard,23,Default,Distraction-Free,Text,False,True,4.0,0.94,3,1,100.0,7.0,True,Positive: Ease of Use
WALS-102042,Higher Ed (18-24),Undergraduate,Autism,Sensory Sensitivity,None,Standard,14,Low-Stimulation Pastel,Distraction-Free,Audio,True,True,19.8,0.88,1,3,71.8,7.0,True,Neutral: No Strong Opinion
WALS-104763,Higher Ed (18-24),Secondary,Dyslexia,Reading Comprehension,Some,Dyslexia-Friendly,15,High-Contrast,Distraction-Free,Audio,False,True,18.8,0.78,1,0,100.0,8.0,True,Positive: Ease of Use
WALS-106109,Higher Ed (18-24),Undergraduate,ADHD,Cognitive Overload,Some,Dyslexia-Friendly,11,Default,Simplified,Visual,False,True,12.4,0.88,0,0,68.2,9.0,True,Positive: Helpful Personalization
WALS-107766,Higher Ed (18-24),Undergraduate,Dyscalculia,Reading Comprehension,Some,Dyslexia-Friendly,12,High-Contrast,Standard,Audio,True,False,16.7,0.34,1,1,92.9,4.0,True,Neutral: No Strong Opinion
WALS-105983,Adult Learner (25+),Undergraduate,Dyslexia,Reading Comprehension,Some,Dyslexia-Friendly,19,Default,Standard,Visual,True,False,16.5,0.88,2,1,42.3,3.0,False,Neutral: No Strong Opinion
WALS-101086,Higher Ed (18-24),Secondary,Dyslexia,Reading Comprehension,None,Standard,15,High-Contrast,Simplified,Audio,False,False,18.5,0.29,3,1,60.9,4.0,False,Neutral: No Strong Opinion
WALS-108272,Adult Learner (25+),Secondary,ADHD,Cognitive Overload,Extensive,Dyslexia-Friendly,18,Low-Stimulation Pastel,Simplified,Text,False,True,22.7,0.57,2,2,66.7,7.0,True,Neutral: No Strong Opinion
WALS-108610,Higher Ed (18-24),Undergraduate,Autism,Sensory Sensitivity,Extensive,Dyslexia-Friendly,18,Low-Stimulation Pastel,Standard,Audio,False,False,21.5,0.65,1,5,83.0,2.0,True,Neutral: No Strong Opinion
WALS-106186,Adult Learner (25+),Postgraduate,Autism,Sensory Sensitivity,Extensive,Standard,17,Low-Stimulation Pastel,Simplified,Audio,False,False,14.4,0.55,5,1,67.6,5.0,True,Suggestion: More Audio Content
WALS-110419,School (13-17),Undergraduate,ADHD,Attention & Distraction,Some,Standard,17,Dark Mode,Distraction-Free,Text,False,True,18.4,0.93,3,1,68.3,5.0,False,
WALS-109398,Higher Ed (18-24),Undergraduate,Dyslexia,Reading Comprehension,Some,Standard,11,Default,Standard,Audio,True,False,16.1,0.75,0,0,81.8,5.0,True,Suggestion: More Audio Content
WALS-104322,Higher Ed (18-24),Undergraduate,ADHD,Cognitive Overload,None,Standard,23,Low-Stimulation Pastel,Distraction-Free,Visual,True,True,15.5,0.85,3,1,73.7,8.0,True,Suggestion: More Audio Content
WALS-108841,Higher Ed (18-24),Undergraduate,ADHD,Cognitive Overload,None,Dyslexia-Friendly,11,High-Contrast,Simplified,Multimodal,False,True,13.6,0.32,4,2,78.4,6.0,True,Neutral: No Strong Opinion
WALS-108462,Adult Learner (25+),Undergraduate,ADHD,Attention & Distraction,None,Standard,13,Low-Stimulation Pastel,Standard,Multimodal,False,False,6.0,0.63,3,2,72.7,5.0,True,Suggestion: Better Font Controls
WALS-106335,School (13-17),Undergraduate,Multiple,Sensory Sensitivity,Some,Dyslexia-Friendly,13,Dark Mode,Distraction-Free,Multimodal,True,False,14.6,0.89,0,1,94.1,6.0,True,Positive: Ease of Use
WALS-106243,School (13-17),Undergraduate,Multiple,Cognitive Overload,Extensive,Dyslexia-Friendly,11,Low-Stimulation Pastel,Simplified,Visual,False,True,12.6,0.8,2,0,74.7,9.0,True,Positive: Ease of Use
WALS-109725,Higher Ed (18-24),Undergraduate,None (Control),Cognitive Overload,Extensive,Standard,18,High-Contrast,Simplified,Text,True,False,11.4,0.64,1,1,57.9,6.0,False,Neutral: No Strong Opinion
WALS-109739,School (13-17),Undergraduate,Dyslexia,Reading Comprehension,Some,Dyslexia-Friendly,17,Dark Mode,Distraction-Free,Multimodal,True,False,25.7,0.78,2,0,96.6,6.0,True,Positive: Helpful Personalization
WALS-104709,Higher Ed (18-24),Secondary,Dyslexia,Reading Comprehension,Some,Dyslexia-Friendly,18,Dark Mode,Simplified,Text,True,True,16.1,0.71,2,0,71.3,10.0,False,Positive: Helpful Personalization
WALS-109232,Higher Ed (18-24),Undergraduate,None (Control),Cognitive Overload,Some,Dyslexia-Friendly,11,Default,Simplified,Audio,False,True,31.6,0.77,2,1,75.7,6.0,True,Neutral: No Strong Opinion
WALS-109997,Higher Ed (18-24),Secondary,ADHD,Cognitive Overload,None,Dyslexia-Friendly,12,Default,Distraction-Free,Visual,False,True,7.5,0.65,3,1,55.0,3.0,True,Neutral: No Strong Opinion
WALS-109617,School (13-17),Undergraduate,None (Control),Cognitive Overload,Extensive,Standard,11,High-Contrast,Distraction-Free,Multimodal,True,False,27.0,0.8,4,0,89.7,7.0,True,Suggestion: More Audio Content
WALS-107671,Higher Ed (18-24),Undergraduate,Dyslexia,Reading Comprehension,Some,Dyslexia-Friendly,14,Default,Standard,Audio,False,False,12.8,0.49,0,2,78.3,9.0,True,Positive: Ease of Use
WALS-103478,School (13-17),Undergraduate,Multiple,Sensory Sensitivity,None,Standard,11,High-Contrast,Simplified,Visual,False,False,24.1,0.79,1,3,55.5,4.0,True,Negative: Confusing Navigation
WALS-108037,Higher Ed (18-24),Undergraduate,Autism,Attention & Distraction,Some,Dyslexia-Friendly,19,Low-Stimulation Pastel,Distraction-Free,Text,True,True,15.9,0.69,3,1,66.7,5.0,True,Neutral: No Strong Opinion
WALS-103924,Adult Learner (25+),Undergraduate,Dyscalculia,Cognitive Overload,Extensive,Standard,14,Dark Mode,Simplified,Visual,True,False,22.0,0.92,2,0,99.7,9.0,True,Positive: Ease of Use
WALS-101748,Higher Ed (18-24),Postgraduate,Autism,Sensory Sensitivity,Some,Standard,17,High-Contrast,Simplified,Text,False,False,21.7,0.57,2,2,71.9,4.0,True,Suggestion: Better Font Controls
WALS-100732,Higher Ed (18-24),Postgraduate,None (Control),Sensory Sensitivity,Extensive,Dyslexia-Friendly,14,Default,Distraction-Free,Audio,False,False,30.0,0.71,0,0,80.8,4.0,True,Neutral: No Strong Opinion
WALS-102553,Adult Learner (25+),Undergraduate,Dyslexia,Reading Comprehension,Some,Dyslexia-Friendly,11,High-Contrast,Simplified,Visual,True,False,16.8,0.78,2,0,100.0,7.0,True,Positive: Helpful Personalization
WALS-106715,Higher Ed (18-24),Undergraduate,Dyslexia,Reading Comprehension,Some,Dyslexia-Friendly,15,High-Contrast,Simplified,Audio,False,False,18.1,0.63,0,0,75.7,8.0,True,Positive: Helpful Personalization
WALS-110249,Adult Learner (25+),Secondary,None (Control),Attention & Distraction,Extensive,Dyslexia-Friendly,15,Dark Mode,Distraction-Free,Multimodal,True,True,9.4,0.63,0,0,89.1,8.0,True,Positive: Helpful Personalization
WALS-102662,Higher Ed (18-24),Undergraduate,None (Control),Sensory Sensitivity,Some,Standard,12,Default,Simplified,Multimodal,False,False,4.3,0.78,2,0,51.1,7.0,False,Neutral: No Strong Opinion
WALS-109169,Higher Ed (18-24),Secondary,Autism,Sensory Sensitivity,None,Standard,14,Default,Standard,Text,False,False,8.8,0.73,3,2,69.2,6.0,True,Neutral: No Strong Opinion
WALS-106603,Higher Ed (18-24),Undergraduate,None (Control),Attention & Distraction,Extensive,Dyslexia-Friendly,17,Dark Mode,Distraction-Free,Audio,False,True,11.2,0.54,2,1,79.7,4.0,True,Neutral: No Strong Opinion
WALS-103113,Adult Learner (25+),Undergraduate,Dyscalculia,Cognitive Overload,Extensive,Dyslexia-Friendly,17,High-Contrast,Simplified,Visual,False,False,5.0,0.66,0,1,98.5,9.0,True,Suggestion: More Audio Content
WALS-103303,Higher Ed (18-24),Secondary,Autism,Sensory Sensitivity,None,Standard,14,Dark Mode,Simplified,Text,True,False,16.8,0.8,3,2,79.8,8.0,True,Suggestion: More Audio Content
WALS-101344,Adult Learner (25+),Undergraduate,Multiple,Attention & Distraction,Extensive,Dyslexia-Friendly,14,Default,Distraction-Free,Audio,False,False,39.8,0.92,1,2,76.1,5.0,True,Positive: Ease of Use
WALS-109716,Higher Ed (18-24),Undergraduate,None (Control),Reading Comprehension,Extensive,Dyslexia-Friendly,11,Dark Mode,Standard,Text,False,False,11.5,0.62,1,1,66.6,7.0,True,Positive: Helpful Personalization
WALS-101690,Adult Learner (25+),Postgraduate,Autism,Cognitive Overload,Extensive,Standard,11,Low-Stimulation Pastel,Standard,Audio,True,True,12.2,0.85,5,2,68.8,5.0,True,Neutral: No Strong Opinion
WALS-105684,Higher Ed (18-24),Undergraduate,ADHD,Cognitive Overload,Some,Standard,21,Default,Distraction-Free,Audio,False,True,15.7,0.43,2,3,82.5,7.0,True,Neutral: No Strong Opinion
WALS-107361,Higher Ed (18-24),Secondary,ADHD,Cognitive Overload,,Standard,17,High-Contrast,Distraction-Free,Multimodal,True,True,4.0,0.64,0,1,100.0,7.0,True,
WALS-105048,Adult Learner (25+),Postgraduate,Dyslexia,Reading Comprehension,Some,Standard,20,Default,Distraction-Free,Multimodal,True,True,9.8,0.63,3,1,73.5,5.0,True,Suggestion: Better Font Controls
WALS-105707,School (13-17),Secondary,Autism,Sensory Sensitivity,Extensive,Standard,15,Low-Stimulation Pastel,Simplified,Audio,False,False,20.2,0.69,3,1,64.1,7.0,True,Negative: Confusing Navigation
WALS-103308,School (13-17),Undergraduate,Dyslexia,Reading Comprehension,Some,Standard,18,Dark Mode,Simplified,Audio,False,False,6.2,0.9,3,1,68.9,9.0,True,Suggestion: Better Font Controls
WALS-101504,Higher Ed (18-24),Secondary,Autism,Cognitive Overload,Some,Dyslexia-Friendly,15,Low-Stimulation Pastel,Distraction-Free,Text,False,False,24.3,0.45,0,2,82.2,3.0,True,Neutral: No Strong Opinion
WALS-101806,Higher Ed (18-24),Undergraduate,None (Control),Attention & Distraction,None,Standard,15,Default,Simplified,Audio,False,False,20.3,0.82,4,1,50.0,3.0,False,Negative: Too Many Options
WALS-107349,Higher Ed (18-24),Undergraduate,Autism,Attention & Distraction,,Standard,22,Dark Mode,Simplified,Audio,True,False,20.2,0.84,2,1,77.8,10.0,True,
WALS-106077,School (13-17),Undergraduate,Autism,Cognitive Overload,Some,Dyslexia-Friendly,15,Dark Mode,Distraction-Free,Multimodal,False,False,21.8,0.36,0,2,100.0,7.0,True,Positive: Helpful Personalization
WALS-103791,School (13-17),Undergraduate,Multiple,Reading Comprehension,Some,Dyslexia-Friendly,11,Default,Standard,Multimodal,True,False,18.3,0.81,0,0,73.1,10.0,True,Positive: Ease of Use
WALS-105217,Adult Learner (25+),Undergraduate,Dyslexia,Reading Comprehension,None,Dyslexia-Friendly,12,Default,Simplified,Visual,True,False,24.5,0.59,1,0,74.4,6.0,True,Neutral: No Strong Opinion
WALS-110095,Higher Ed (18-24),Postgraduate,Autism,Sensory Sensitivity,Some,Dyslexia-Friendly,11,Dark Mode,Simplified,Multimodal,False,True,21.5,0.67,2,1,66.2,8.0,True,Suggestion: More Audio Content
WALS-101067,Higher Ed (18-24),Secondary,Multiple,Reading Comprehension,Some,Dyslexia-Friendly,11,Default,Standard,Visual,True,False,27.2,0.99,2,1,88.1,5.0,True,Positive: Helpful Personalization
WALS-106681,Adult Learner (25+),Secondary,Autism,Sensory Sensitivity,Extensive,Standard,13,Low-Stimulation Pastel,Distraction-Free,Visual,False,False,27.7,0.78,1,2,76.8,10.0,True,Neutral: No Strong Opinion
WALS-110063,Higher Ed (18-24),Undergraduate,Autism,Cognitive Overload,None,Standard,14,Default,Standard,Text,False,False,27.9,0.74,1,0,71.3,6.0,True,Suggestion: Better Font Controls
WALS-106365,Higher Ed (18-24),Undergraduate,Autism,Attention & Distraction,Extensive,Dyslexia-Friendly,15,Low-Stimulation Pastel,Standard,Audio,False,True,19.5,0.12,3,0,73.9,2.0,True,Neutral: No Strong Opinion
WALS-102696,Higher Ed (18-24),Undergraduate,Multiple,Cognitive Overload,Extensive,Standard,17,High-Contrast,Distraction-Free,Visual,False,True,11.5,0.85,3,3,58.0,2.0,False,Neutral: No Strong Opinion
WALS-101848,Adult Learner (25+),Secondary,Dyslexia,Cognitive Overload,Some,Dyslexia-Friendly,19,Dark Mode,Distraction-Free,Audio,False,False,11.2,0.76,4,0,79.0,7.0,False,Suggestion: Better Font Controls
WALS-104512,Higher Ed (18-24),Undergraduate,Multiple,Sensory Sensitivity,Extensive,Dyslexia-Friendly,22,Default,Simplified,Audio,False,False,27.7,0.56,5,1,73.7,4.0,True,Suggestion: Better Font Controls
WALS-102431,School (13-17),Undergraduate,None (Control),Sensory Sensitivity,Some,Standard,18,High-Contrast,Standard,Visual,False,False,19.0,0.58,3,2,54.6,7.0,False,Neutral: No Strong Opinion
WALS-104660,Higher Ed (18-24),Secondary,Multiple,Sensory Sensitivity,Some,Dyslexia-Friendly,15,Low-Stimulation Pastel,Distraction-Free,Text,True,False,27.9,0.71,2,0,77.7,3.0,True,Positive: Ease of Use
WALS-107699,School (13-17),Secondary,None (Control),Sensory Sensitivity,Extensive,Standard,11,Default,Distraction-Free,Multimodal,False,True,19.0,0.91,2,2,88.9,6.0,True,Positive: Ease of Use
WALS-109539,School (13-17),Undergraduate,Multiple,Attention & Distraction,Extensive,Standard,18,Low-Stimulation Pastel,Simplified,Audio,True,True,9.2,0.67,0,1,69.3,7.0,True,Neutral: No Strong Opinion
WALS-109945,Higher Ed (18-24),Undergraduate,Dyslexia,Reading Comprehension,Some,Dyslexia-Friendly,13,Low-Stimulation Pastel,Standard,Text,False,True,17.8,0.32,3,1,67.5,9.0,True,Suggestion: More Audio Content
WALS-100142,Adult Learner (25+),Undergraduate,Autism,Sensory Sensitivity,Some,Standard,16,Low-Stimulation Pastel,Distraction-Free,Multimodal,False,False,8.3,0.6,2,0,65.0,9.0,True,Positive: Helpful Personalization
WALS-107881,School (13-17),Undergraduate,Autism,Cognitive Overload,Extensive,Standard,14,High-Contrast,Simplified,Visual,True,False,17.8,0.79,0,4,74.7,7.0,True,Suggestion: More Audio Content
WALS-109296,Higher Ed (18-24),Undergraduate,Dyslexia,Reading Comprehension,,Dyslexia-Friendly,14,High-Contrast,Simplified,Audio,True,False,20.1,0.71,3,0,59.5,,False,
WALS-106260,Higher Ed (18-24),Postgraduate,Autism,Sensory Sensitivity,Some,Dyslexia-Friendly,13,Low-Stimulation Pastel,Simplified,Text,False,False,11.2,0.82,3,2,77.8,5.0,True,Suggestion: More Audio Content
WALS-105290,Adult Learner (25+),Undergraduate,ADHD,Attention & Distraction,Extensive,Standard,11,Low-Stimulation Pastel,Simplified,Multimodal,False,False,20.1,0.87,2,0,82.2,8.0,True,Neutral: No Strong Opinion
WALS-108656,Higher Ed (18-24),Secondary,None (Control),Sensory Sensitivity,Extensive,Standard,12,Default,Standard,Audio,False,False,17.2,0.31,6,6,43.5,4.0,False,Negative: Confusing Navigation
WALS-103409,Higher Ed (18-24),Undergraduate,Dyslexia,Reading Comprehension,Some,Standard,11,High-Contrast,Standard,Text,True,True,9.4,0.75,0,0,100.0,9.0,True,Positive: Helpful Personalization
WALS-101117,Higher Ed (18-24),Secondary,ADHD,Cognitive Overload,Some,Standard,20,High-Contrast,Distraction-Free,Audio,False,True,14.3,0.89,2,1,73.2,9.0,True,Positive: Helpful Personalization
WALS-101756,School (13-17),Postgraduate,Autism,Cognitive Overload,None,Dyslexia-Friendly,22,Default,Distraction-Free,Audio,True,False,23.7,0.37,1,3,56.8,5.0,False,Neutral: No Strong Opinion
WALS-100497,Higher Ed (18-24),Secondary,ADHD,Cognitive Overload,Some,Standard,18,High-Contrast,Distraction-Free,Multimodal,False,False,14.8,0.78,1,1,86.6,9.0,True,Suggestion: More Audio Content
WALS-105863,School (13-17),Undergraduate,Multiple,Attention & Distraction,None,Dyslexia-Friendly,17,Default,Simplified,Audio,False,True,23.9,0.9,1,0,65.3,7.0,True,Suggestion: More Audio Content
WALS-100870,Higher Ed (18-24),Undergraduate,ADHD,Attention & Distraction,None,Standard,18,Low-Stimulation Pastel,Distraction-Free,Audio,False,True,14.0,0.7,1,2,80.8,3.0,True,Suggestion: More Audio Content
WALS-103357,Higher Ed (18-24),Secondary,Dyslexia,Reading Comprehension,Extensive,Dyslexia-Friendly,20,High-Contrast,Simplified,Multimodal,True,False,14.3,0.41,2,1,95.9,7.0,True,Neutral: No Strong Opinion
