id,title,subject,grade,standard,chapter,difficulty,estimated_duration,question,content_type,options,correct_answer,explanation,hints,scaffold_steps,supported_learning_modes,theme_tags,icon_name
6aad5689c039c717b080ad82,Number Systems (Rationalisation & Irrational Numbers) (APPLICATION),Mathematics,9,Class 9,Number Systems,3,3,Rationalise the denominator of the radical expression: 1 / (sqrt(5) + sqrt(2)),multiple_choice,"[""(sqrt(5) - sqrt(2)) / 3"", ""(sqrt(5) + sqrt(2)) / 3"", ""(sqrt(5) - sqrt(2)) / 7"", ""sqrt(5) - sqrt(2)""]",(sqrt(5) - sqrt(2)) / 3,Multiply numerator and denominator by the conjugate (sqrt(5) - sqrt(2)): (sqrt(5) - sqrt(2)) / ((sqrt(5))^2 - (sqrt(2))^2) = (sqrt(5) - sqrt(2)) / (5 - 2) = (sqrt(5) - sqrt(2)) / 3.,"[""Multiply top and bottom by the conjugate: sqrt(5) - sqrt(2)."", ""In the denominator, apply (a+b)(a-b) = a^2 - b^2."", ""5 - 2 = 3 in the denominator.""]","[""Step 1: Conjugate of (sqrt(5) + sqrt(2)) is (sqrt(5) - sqrt(2))."", ""Step 2: Denominator becomes (sqrt(5))^2 - (sqrt(2))^2 = 5 - 2 = 3."", ""Step 3: Result is (sqrt(5) - sqrt(2)) / 3.""]","[""Seeing"", ""Doing""]","[""general"", ""space"", ""animals""]",Sparkles
6aad5689c039c717b080ad84,Polynomials (Remainder & Factor Theorem) (APPLICATION),Mathematics,9,Class 9,Polynomials,3,3,Find the remainder when polynomial p(x) = 2x^3 - 3x^2 + 4x - 5 is divided by (x - 2).,multiple_choice,"[""7"", ""9"", ""-1"", ""5""]",7,"By the Remainder Theorem, the remainder is p(2). Substitute x = 2: p(2) = 2(2^3) - 3(2^2) + 4(2) - 5 = 2(8) - 3(4) + 8 - 5 = 16 - 12 + 8 - 5 = 7.","[""Substitute x = 2 into the polynomial p(x)."", ""2*(8) - 3*(4) + 4*(2) - 5."", ""16 - 12 + 8 - 5 = 7.""]","[""Step 1: By Remainder Theorem, Remainder = p(2)."", ""Step 2: p(2) = 2(8) - 3(4) + 8 - 5 = 16 - 12 + 8 - 5."", ""Step 3: 4 + 8 - 5 = 7.""]","[""Seeing"", ""Doing""]","[""general"", ""space"", ""animals""]",Sparkles
6aad5689c039c717b080ad86,Coordinate Geometry (Cartesian Plane & Quadrants) (APPLICATION),Mathematics,9,Class 9,Coordinate Geometry,3,3,"In which quadrant of the Cartesian coordinate plane does the point P(-4, 5) lie?",multiple_choice,"[""Quadrant II"", ""Quadrant I"", ""Quadrant III"", ""Quadrant IV""]",Quadrant II,"For point P(-4, 5), the x-coordinate (abscissa) is negative (-4) and the y-coordinate (ordinate) is positive (+5). Points with signs (-, +) lie in Quadrant II.","[""Look at the signs of the coordinates: x is negative, y is positive."", ""Q1 is (+,+), Q2 is (-,+), Q3 is (-,-), Q4 is (+,-)."", ""Therefore, (-4, 5) is in Quadrant II.""]","[""Step 1: Identify sign of x: negative (-4)."", ""Step 2: Identify sign of y: positive (+5)."", ""Step 3: Quadrant with (-, +) is Quadrant II.""]","[""Seeing"", ""Doing""]","[""general"", ""space"", ""animals""]",Sparkles
6aad5689c039c717b080ad88,Linear Equations in Two Variables (Graphs & Solutions) (APPLICATION),Mathematics,9,Class 9,Linear Equations in Two Variables,3,3,"Which of the following ordered pairs (x, y) is a valid solution to the linear equation 3x + 2y = 18?",multiple_choice,"[""(4, 3)"", ""(2, 5)"", ""(5, 2)"", ""(3, 4)""]","(4, 3)","Substitute x = 4, y = 3 into LHS: 3(4) + 2(3) = 12 + 6 = 18. Since LHS = RHS, (4, 3) is a valid solution.","[""Test each option by substituting x and y into 3x + 2y."", ""For (4,3): 3*4 + 2*3 = 12 + 6."", ""12 + 6 = 18, matching the equation.""]","[""Step 1: Test (4, 3): 3(4) + 2(3) = 12 + 6 = 18."", ""Step 2: LHS = RHS = 18."", ""Step 3: (4, 3) is a solution.""]","[""Seeing"", ""Doing""]","[""general"", ""space"", ""animals""]",Sparkles
6aad5689c039c717b080ad8a,"Lines, Angles & Triangle Congruence (SAS, ASA, SSS, RHS) (APPLICATION)",Mathematics,9,Class 9,"Lines, Angles & Triangles",3,3,Which of the following is NOT a valid mathematical criterion for establishing the CONGRUENCE of two triangles?,multiple_choice,"[""AAA (Angle-Angle-Angle)"", ""SAS (Side-Angle-Side)"", ""RHS (Right angle-Hypotenuse-Side)"", ""SSS (Side-Side-Side)""]",AAA (Angle-Angle-Angle),"AAA only guarantees similarity (same shape/proportions), not congruence (same size). A tiny equilateral triangle and a giant equilateral triangle have identical 60° angles but are not congruent.","[""Can two triangles have the same angles but completely different sizes?"", ""Think of scaling or zooming a photo."", ""Equal angles without any side measurement is AAA (similarity, not congruence).""]","[""Step 1: Congruence requires triangles to have identical shape AND size."", ""Step 2: AAA ensures identical angle shape, but size can vary arbitrarily."", ""Step 3: Therefore, AAA is not a congruence criterion.""]","[""Seeing"", ""Doing""]","[""general"", ""space"", ""animals""]",Sparkles
6aad5689c039c717b080ad8c,"Surface Areas and Volumes (Cones, Spheres & Hemispheres) (APPLICATION)",Mathematics,9,Class 9,Surface Areas and Volumes,3,3,A right circular cone has a base radius of 6 cm and a vertical height of 8 cm. What is its slant height (l)?,multiple_choice,"[""10 cm"", ""14 cm"", ""12 cm"", ""7 cm""]",10 cm,Slant height l = sqrt(r^2 + h^2) = sqrt(6^2 + 8^2) = sqrt(36 + 64) = sqrt(100) = 10 cm.,"[""Slant height forms the hypotenuse of a right triangle with radius and height."", ""l^2 = r^2 + h^2."", ""6^2 + 8^2 = 36 + 64 = 100; sqrt(100) = 10 cm.""]","[""Step 1: Formula for slant height: l = sqrt(r^2 + h^2)."", ""Step 2: l = sqrt(6^2 + 8^2) = sqrt(36 + 64) = sqrt(100)."", ""Step 3: l = 10 cm.""]","[""Seeing"", ""Doing""]","[""general"", ""space"", ""animals""]",Sparkles
6aad5689c039c717b080ad8e,Statistics & Probability (Frequency Polygons & Empirical Probability) (APPLICATION),Mathematics,9,Class 9,Statistics & Probability,3,3,"A coin is tossed 500 times with observed frequencies: Head: 240 times, Tail: 260 times. What is the empirical probability of getting a Head?",multiple_choice,"[""0.48"", ""0.52"", ""0.24"", ""0.50""]",0.48,Empirical probability P(Head) = Favorable trials / Total trials = 240 / 500 = 48 / 100 = 0.48.,"[""Number of heads = 240, Total tosses = 500."", ""Divide 240 by 500."", ""240 / 500 = 0.48.""]","[""Step 1: Formula: P(E) = n(E) / N."", ""Step 2: P(Head) = 240 / 500."", ""Step 3: 240 / 500 = 0.48.""]","[""Seeing"", ""Doing""]","[""general"", ""space"", ""animals""]",Sparkles
6aad5689c039c717b080ad90,Real Numbers (Fundamental Theorem of Arithmetic & HCF/LCM) (APPLICATION),Mathematics,10,Class 10,Real Numbers,4,3,"If HCF(306, 657) = 9, what is the LCM(306, 657)?",multiple_choice,"[""22,338"", ""21,114"", ""24,552"", ""18,920""]","22,338","Using formula HCF * LCM = Product of numbers: 9 * LCM = 306 * 657 => LCM = (306 * 657) / 9 = 34 * 657 = 22,338.","[""Use: HCF * LCM = a * b."", ""LCM = (306 * 657) / 9."", ""306 / 9 = 34; 34 * 657 = 22,338.""]","[""Step 1: Formula: LCM(a, b) = (a * b) / HCF(a, b)."", ""Step 2: LCM = (306 * 657) / 9."", ""Step 3: 34 * 657 = 22,338.""]","[""Seeing"", ""Doing""]","[""general"", ""space"", ""animals""]",Sparkles
6aad5689c039c717b080ad92,Polynomials & Quadratic Equations (Discriminant & Roots) (APPLICATION),Mathematics,10,Class 10,Polynomials & Quadratic Equations,4,3,What is the nature of the roots of the quadratic equation 2x^2 - 4x + 3 = 0?,multiple_choice,"[""No real roots (discriminant D < 0)"", ""Two distinct real roots (discriminant D > 0)"", ""Two equal real roots (discriminant D = 0)"", ""Infinitely many real roots""]",No real roots (discriminant D < 0),"Discriminant D = b^2 - 4ac = (-4)^2 - 4(2)(3) = 16 - 24 = -8. Since D < 0, the equation possesses no real roots.","[""Calculate D = b^2 - 4ac."", ""a = 2, b = -4, c = 3."", ""D = 16 - 24 = -8. Since -8 < 0, there are no real roots.""]","[""Step 1: Identify a = 2, b = -4, c = 3."", ""Step 2: D = (-4)^2 - 4(2)(3) = 16 - 24 = -8."", ""Step 3: D < 0 implies no real roots.""]","[""Seeing"", ""Doing""]","[""general"", ""space"", ""animals""]",Sparkles
6aad5689c039c717b080ad94,Pair of Linear Equations in Two Variables (Consistency & Methods) (APPLICATION),Mathematics,10,Class 10,Pair of Linear Equations in Two Variables,4,3,Under what condition does a pair of linear equations a1*x + b1*y + c1 = 0 and a2*x + b2*y + c2 = 0 represent PARALLEL lines with NO solution?,multiple_choice,"[""a1/a2 = b1/b2 != c1/c2"", ""a1/a2 != b1/b2"", ""a1/a2 = b1/b2 = c1/c2"", ""a1*a2 + b1*b2 = 0""]",a1/a2 = b1/b2 != c1/c2,"When ratio of x-coefficients equals ratio of y-coefficients but differs from ratio of constant terms (a1/a2 = b1/b2 != c1/c2), the lines are parallel and possess no common solution point.","[""Parallel lines have equal slopes but different intercepts."", ""Equal slopes means a1/a2 = b1/b2."", ""Different intercepts means != c1/c2.""]","[""Step 1: Intersecting (unique) = a1/a2 != b1/b2."", ""Step 2: Coincident (infinite) = a1/a2 = b1/b2 = c1/c2."", ""Step 3: Parallel (no solution) = a1/a2 = b1/b2 != c1/c2.""]","[""Seeing"", ""Doing""]","[""general"", ""space"", ""animals""]",Sparkles
6aad5689c039c717b080ad96,Arithmetic Progressions (AP nth Term & Sum Formulae) (APPLICATION),Mathematics,10,Class 10,Arithmetic Progressions (AP),4,3,"Find the 12th term of the Arithmetic Progression (AP): 3, 8, 13, 18, ...",multiple_choice,"[""58"", ""63"", ""53"", ""68""]",58,"Here first term a = 3, common difference d = 8 - 3 = 5. Using a_n = a + (n - 1)d: a_12 = 3 + (12 - 1)*5 = 3 + 11*5 = 3 + 55 = 58.","[""First term a = 3, common difference d = 5."", ""Formula: a_n = a + (n - 1)d."", ""a_12 = 3 + 11*5 = 3 + 55 = 58.""]","[""Step 1: a = 3, d = 5, n = 12."", ""Step 2: a_12 = 3 + (12 - 1) * 5."", ""Step 3: 3 + 55 = 58.""]","[""Seeing"", ""Doing""]","[""general"", ""space"", ""animals""]",Sparkles
6aad5689c039c717b080ad98,Triangles & Coordinate Geometry (Thales Theorem & Distance) (APPLICATION),Mathematics,10,Class 10,Triangles & Coordinate Geometry,4,3,"Find the distance between the two coordinate points A(2, 3) and B(6, 6) in the Cartesian plane.",multiple_choice,"[""5 units"", ""7 units"", ""25 units"", ""sqrt(7) units""]",5 units,Distance d = sqrt((x2 - x1)^2 + (y2 - y1)^2) = sqrt((6 - 2)^2 + (6 - 3)^2) = sqrt(4^2 + 3^2) = sqrt(16 + 9) = sqrt(25) = 5 units.,"[""Use the distance formula: d = sqrt((x2 - x1)^2 + (y2 - y1)^2)."", ""(6 - 2) = 4 and (6 - 3) = 3."", ""sqrt(16 + 9) = sqrt(25) = 5.""]","[""Step 1: dx = 6 - 2 = 4; dy = 6 - 3 = 3."", ""Step 2: d^2 = 4^2 + 3^2 = 16 + 9 = 25."", ""Step 3: d = sqrt(25) = 5 units.""]","[""Seeing"", ""Doing""]","[""general"", ""space"", ""animals""]",Sparkles
6aad5689c039c717b080ad9a,Introduction to Trigonometry (Ratios & Standard Identities) (APPLICATION),Mathematics,10,Class 10,Introduction to Trigonometry,4,3,"If sin(theta) = 3/5 for an acute angle theta, what is the value of cos(theta)?",multiple_choice,"[""4/5"", ""3/4"", ""5/4"", ""1/5""]",4/5,Using identity sin^2(theta) + cos^2(theta) = 1: cos(theta) = sqrt(1 - sin^2(theta)) = sqrt(1 - (3/5)^2) = sqrt(1 - 9/25) = sqrt(16/25) = 4/5.,"[""Use the Pythagorean trigonometric identity: cos^2(theta) = 1 - sin^2(theta)."", ""1 - (3/5)^2 = 1 - 9/25 = 16/25."", ""sqrt(16/25) = 4/5.""]","[""Step 1: Formula: cos(theta) = sqrt(1 - sin^2(theta))."", ""Step 2: 1 - (9/25) = 16/25."", ""Step 3: sqrt(16/25) = 4/5.""]","[""Seeing"", ""Doing""]","[""general"", ""space"", ""animals""]",Sparkles
6aad5689c039c717b080ad9c,Applications of Trigonometry (Heights and Distances) (APPLICATION),Mathematics,10,Class 10,Applications of Trigonometry (Heights & Distances),4,3,"A person stands 30 meters away from the base of a vertical mobile tower. If the angle of elevation of the top of the tower is 45°, what is the height of the tower?",multiple_choice,"[""30 meters"", ""15 meters"", ""30*sqrt(3) meters"", ""60 meters""]",30 meters,In right triangle: tan(45°) = Height / Distance => 1 = Height / 30 => Height = 30 meters.,"[""tan(theta) = Opposite / Adjacent = Height / 30."", ""What is the value of tan(45\u00b0)? It is 1."", ""Height = 30 * 1 = 30 meters.""]","[""Step 1: Set up trigonometric ratio: tan(45\u00b0) = h / 30."", ""Step 2: Recall tan(45\u00b0) = 1."", ""Step 3: h = 30 * 1 = 30 meters.""]","[""Seeing"", ""Doing""]","[""general"", ""space"", ""animals""]",Sparkles
6aad5689c039c717b080ad9e,Statistics and Probability (Grouped Mean & Classical Probability) (APPLICATION),Mathematics,10,Class 10,Statistics and Probability,4,3,One card is drawn at random from a well-shuffled standard deck of 52 playing cards. What is the probability of drawing a Queen?,multiple_choice,"[""1/13"", ""1/52"", ""1/4"", ""4/13""]",1/13,There are 4 Queens in a standard deck of 52 cards. Probability P(Queen) = Favorable outcomes / Total outcomes = 4 / 52 = 1 / 13.,"[""How many Queens are in a standard 52-card deck?"", ""There are 4 Queens."", ""Divide 4 by 52 to get 1/13.""]","[""Step 1: Number of favorable outcomes n(E) = 4 Queens."", ""Step 2: Total sample space n(S) = 52 cards."", ""Step 3: P(E) = 4 / 52 = 1 / 13.""]","[""Seeing"", ""Doing""]","[""general"", ""space"", ""animals""]",Sparkles
6aad5689c039c717b080ada0,My Body & Senses (APPLICATION),Science,1,Class 1,My Body & Senses,1,3,Which wonderful sensory organ allows you to listen to school bells ringing and your favorite music?,multiple_choice,"[""Ears"", ""Eyes"", ""Nose"", ""Tongue""]",Ears,"Ears detect sound waves from the air, allowing us to hear speech, music, and warning bells.","[""You have two of them on the sides of your head."", ""They catch vibrations of sound."", ""Ears are for hearing.""]","[""Step 1: Action = listening to sound."", ""Step 2: Organ for hearing = Ears."", ""Step 3: Select 'Ears'.""]","[""Seeing"", ""Doing""]","[""general"", ""space"", ""animals""]",Sparkles
6aad5689c039c717b080ada2,Animals Around Us (APPLICATION),Science,1,Class 1,Animals Around Us,1,3,"Which gentle domestic animal provides us with fresh, calcium-rich milk every day?",multiple_choice,"[""Cow"", ""Lion"", ""Eagle"", ""Crocodile""]",Cow,Cows are gentle herbivorous domestic animals that provide nutritious milk for humans.,"[""It says 'moo' and lives on a farm."", ""It eats green grass and hay."", ""The cow gives milk.""]","[""Step 1: Characteristic = provides milk on farms."", ""Step 2: Match with domestic herbivore: Cow."", ""Step 3: Choose 'Cow'.""]","[""Seeing"", ""Doing""]","[""general"", ""space"", ""animals""]",Sparkles
6aad5689c039c717b080ada4,Plants & Green Friends (APPLICATION),Science,1,Class 1,Plants & Green Friends,1,3,Which part of a plant grows underground and drinks water from the soil to help the plant grow?,multiple_choice,"[""Roots"", ""Flower"", ""Fruit"", ""Leaf""]",Roots,Roots spread through the soil beneath the ground to absorb water and nutrients for the entire plant.,"[""This plant part is hidden beneath the soil."", ""It holds the plant firmly like an anchor."", ""Roots absorb water.""]","[""Step 1: Location = underground."", ""Step 2: Function = absorbs water."", ""Step 3: Plant part is Roots.""]","[""Seeing"", ""Doing""]","[""general"", ""space"", ""animals""]",Sparkles
6aad5689c039c717b080ada6,"Sun, Moon and Stars (APPLICATION)",Science,1,Class 1,"Sun, Moon and Stars",1,3,"What bright celestial body shines in the daytime sky, giving our planet Earth bright light and warmth?",multiple_choice,"[""The Sun"", ""The Moon"", ""Comets"", ""Distant Stars""]",The Sun,The Sun illuminates our sky during daytime and radiates the heat that warms the Earth.,"[""It rises in the East and sets in the West."", ""It makes the daytime bright and warm."", ""It is the Sun.""]","[""Step 1: Time = daytime sky."", ""Step 2: Provides = light and heat."", ""Step 3: Choose 'The Sun'.""]","[""Seeing"", ""Doing""]","[""general"", ""space"", ""animals""]",Sparkles
6aad5689c039c717b080ada8,Our Food & Healthy Eating (APPLICATION),Science,2,Class 2,Our Food & Healthy Eating,2,3,Which of the following healthy foods is obtained directly from domestic farm ANIMALS?,multiple_choice,"[""Fresh milk"", ""Wheat flour"", ""Ripe bananas"", ""Green spinach leaves""]",Fresh milk,"Milk is obtained from dairy animals such as cows, buffaloes, and goats. Wheat, bananas, and spinach come from plants.","[""Wheat, bananas, and spinach grow on plants in the soil."", ""Cows and goats provide this white drink."", ""Milk comes from animals.""]","[""Step 1: Identify animal source."", ""Step 2: Cows produce milk."", ""Step 3: Select 'Fresh milk'.""]","[""Seeing"", ""Doing""]","[""general"", ""space"", ""animals""]",Sparkles
6aad5689c039c717b080adaa,Water - Every Drop Counts (APPLICATION),Science,2,Class 2,Water - Every Drop Counts,2,3,"What is the primary natural source of fresh water on Earth that fills our rivers, lakes, and ponds?",multiple_choice,"[""Rain"", ""Sea water"", ""Swimming pools"", ""Plastic bottles""]",Rain,"Rain is the primary natural source of freshwater that fills rivers, lakes, and recharges underground groundwater.","[""It falls from gray clouds in the monsoon sky."", ""It is fresh, sweet water, unlike salty ocean water."", ""Rain fills rivers and lakes.""]","[""Step 1: Primary natural source = Rain."", ""Step 2: Replenishes rivers and groundwater."", ""Step 3: Choose 'Rain'.""]","[""Seeing"", ""Doing""]","[""general"", ""space"", ""animals""]",Sparkles
6aad5689c039c717b080adac,Shelters of Living Things (APPLICATION),Science,2,Class 2,Shelters of Living Things,2,3,"Which cozy shelter does a mother bird carefully build with twigs, grass, and leaves to protect her fragile eggs?",multiple_choice,"[""A nest"", ""A kennel"", ""A beehive"", ""A spider web""]",A nest,Birds construct nests in tree branches or safe crevices to lay eggs and nurture their baby chicks.,"[""It is built high up in tree branches using dry twigs."", ""Baby birds hatch out of eggs inside it."", ""Birds build nests.""]","[""Step 1: Creature = bird."", ""Step 2: Bird shelter = nest."", ""Step 3: Select 'A nest'.""]","[""Seeing"", ""Doing""]","[""general"", ""space"", ""animals""]",Sparkles
6aad5689c039c717b080adae,Seasons and Weather (APPLICATION),Science,2,Class 2,Seasons and Weather,2,3,"During which chilly season do people wear warm woolen sweaters, woolen caps, and jackets?",multiple_choice,"[""Winter"", ""Summer"", ""Monsoon"", ""Spring""]",Winter,"Winter is the cold season when temperatures drop, so people wear woolen garments to trap body heat.","[""Think about when it feels frosty and cold outside."", ""You drink hot soup and wear sweaters."", ""It is winter.""]","[""Step 1: Woolen clothes provide warmth."", ""Step 2: Needed when temperatures are cold."", ""Step 3: Cold season = Winter.""]","[""Seeing"", ""Doing""]","[""general"", ""space"", ""animals""]",Sparkles
6aad5689c039c717b080adb0,The Plant Fairy & Photosynthesis Basics (APPLICATION),Science,3,Class 3,The Plant Fairy & Green Friends,2,3,What special green substance inside plant leaves traps sunlight so the plant can prepare its own food?,multiple_choice,"[""Chlorophyll"", ""Mud"", ""Honey"", ""Wax""]",Chlorophyll,Chlorophyll is the green pigment in leaves that absorbs solar energy to synthesize food during photosynthesis.,"[""It gives leaves their bright green color."", ""It starts with the letter 'C'."", ""It is called chlorophyll.""]","[""Step 1: Green pigment in leaves."", ""Step 2: Traps sunlight for food."", ""Step 3: Answer is Chlorophyll.""]","[""Seeing"", ""Doing""]","[""general"", ""space"", ""animals""]",Sparkles
6aad5689c039c717b080adb2,Water O' Water! (States of Water) (APPLICATION),Science,3,Class 3,Water O' Water!,2,3,"When liquid water is placed in a deep freezer and becomes freezing cold, which solid form does it turn into?",multiple_choice,"[""Ice"", ""Steam"", ""Smoke"", ""Lava""]",Ice,"Liquid water freezes at 0°C to form ice, which is the solid state of water.","[""Think about ice cubes in a cold summer drink."", ""Ice is cold and hard."", ""Water freezes into ice.""]","[""Step 1: Liquid water cools below freezing."", ""Step 2: State changes from liquid to solid."", ""Step 3: Solid water = Ice.""]","[""Seeing"", ""Doing""]","[""general"", ""space"", ""animals""]",Sparkles
6aad5689c039c717b080adb4,Our Friends - Animals (Feeding Habits) (APPLICATION),Science,3,Class 3,Our Friends - Animals,2,3,"What scientific term describes animals like cows, horses, and deer that eat ONLY grass, leaves, and plants?",multiple_choice,"[""Herbivores"", ""Carnivores"", ""Omnivores"", ""Parasites""]",Herbivores,Herbivores are animals that feed exclusively on plants and plant products.,"[""'Herb' means plant."", ""Herbivores eat herbs, grass, and leaves."", ""Cows and deer are herbivores.""]","[""Step 1: Diet = plants and grass only."", ""Step 2: Prefix 'Herb-' = plant."", ""Step 3: Term is Herbivores.""]","[""Seeing"", ""Doing""]","[""general"", ""space"", ""animals""]",Sparkles
6aad5689c039c717b080adb6,From Here to There (Transport Systems) (APPLICATION),Science,3,Class 3,From Here to There (Transport & Energy),2,3,Which specialized pathway does a heavy passenger train need to travel safely across long distances?,multiple_choice,"[""Steel railway tracks"", ""Open ocean water"", ""Muddy footpaths"", ""Air runways""]",Steel railway tracks,Trains run on designated iron/steel railway tracks that support their heavy weight and guide their wheels.,"[""Look at a train station."", ""Trains have grooved metal wheels that fit into steel tracks."", ""They run on railway tracks.""]","[""Step 1: Vehicle = Train."", ""Step 2: Required surface = Railway tracks."", ""Step 3: Select 'Steel railway tracks'.""]","[""Seeing"", ""Doing""]","[""general"", ""space"", ""animals""]",Sparkles
6aad5689c039c717b080adb8,Going to School & Geography (Bridges) (APPLICATION),Science,4,Class 4,Going to School & Geography,3,3,In which northeastern state of India do children walk across elevated bamboo and rope bridges to reach school because of heavy monsoon rain?,multiple_choice,"[""Assam"", ""Rajasthan"", ""Gujarat"", ""Punjab""]",Assam,"Assam receives intense monsoon rainfall that floods rivers, so communities build raised bamboo bridges for safe crossing.","[""It is famous for tea gardens and the Brahmaputra river."", ""It is in Northeast India."", ""The state is Assam.""]","[""Step 1: Clue = heavy rainfall and bamboo bridges."", ""Step 2: Match state = Assam."", ""Step 3: Select 'Assam'.""]","[""Seeing"", ""Doing""]","[""general"", ""space"", ""animals""]",Sparkles
6aad5689c039c717b080adba,Anita and the Honeybees (Bee Colony Castes) (APPLICATION),Science,4,Class 4,Anita and the Honeybees,3,3,"In a honeybee colony, which single specialized female bee is responsible for laying all the eggs to grow the colony?",multiple_choice,"[""The Queen bee"", ""The Worker bee"", ""The Drone bee"", ""The Soldier bee""]",The Queen bee,The Queen bee is the sole fertile female in the hive whose primary biological responsibility is laying eggs.,"[""She is the largest bee in the hive."", ""She lays up to 2,000 eggs a day."", ""She is the Queen bee.""]","[""Step 1: Role = laying eggs in colony."", ""Step 2: Female caste = Queen bee."", ""Step 3: Choose 'The Queen bee'.""]","[""Seeing"", ""Doing""]","[""general"", ""space"", ""animals""]",Sparkles
6aad5689c039c717b080adbc,A River's Tale (Water Pollution) (APPLICATION),Science,4,Class 4,A River's Tale (Aquatic Ecology),3,3,"As a clear mountain river flows past large cities and industrial zones, what primarily causes its water to turn dirty and unsafe for drinking?",multiple_choice,"[""Dumping of factory chemical waste and untreated city sewage"", ""Fish swimming in the water"", ""Sunlight shining on the water"", ""Clean mountain snow melting into it""]",Dumping of factory chemical waste and untreated city sewage,"Industrial effluents, chemical dumping, and domestic sewage pollute river ecosystems, threatening aquatic life and making water toxic.","[""Fish and sunlight are natural."", ""Pollution comes from human factories and cities dumping waste."", ""Factory waste and sewage.""]","[""Step 1: Identify pollutant source = human factories and cities."", ""Step 2: Mechanism = dumping untreated waste."", ""Step 3: Choose factory waste and sewage.""]","[""Seeing"", ""Doing""]","[""general"", ""space"", ""animals""]",Sparkles
6aad5689c039c717b080adbe,From Seed to Sprout (Seed Germination) (APPLICATION),Science,4,Class 4,From Seed to Sprout (Plant Life Cycle),3,3,Which combination of essential environmental conditions does a dormant bean seed need to successfully sprout (germinate)?,multiple_choice,"[""Water, Air, and Warmth"", ""Complete darkness and freezing ice"", ""Only dry chemical fertilizer"", ""No water and zero air""]","Water, Air, and Warmth","Seeds need water to activate metabolic enzymes, air (oxygen) for respiration, and suitable warmth to grow into seedlings.","[""Without water a seed stays dry and dormant."", ""It also needs air to breathe and warmth."", ""Water, Air, and Warmth.""]","[""Step 1: Seeds require hydration = Water."", ""Step 2: Seeds require respiration = Air."", ""Step 3: Seeds require temperature = Warmth.""]","[""Seeing"", ""Doing""]","[""general"", ""space"", ""animals""]",Sparkles
6aad5689c039c717b080adc0,Super Senses (Animal Sensory Biology) (APPLICATION),Science,5,Class 5,Super Senses (Animal Sensory Biology),3,3,"When marching in an organized straight line toward sugar, what do worker ants leave on the ground for other ants to follow?",multiple_choice,"[""A trail of chemical smell (pheromones)"", ""Tiny footprints carved in stone"", ""Flashing colorful light signals"", ""A trail of salt crystals""]",A trail of chemical smell (pheromones),Ants secrete chemical scent markers (pheromones) that other colony members detect with their antennae to follow the trail.,"[""They use their sense of smell."", ""The lead ant leaves a scented chemical trail."", ""They leave a trail of smell (pheromones).""]","[""Step 1: Behavior = ants walking in line."", ""Step 2: Communication medium = chemical scent."", ""Step 3: Answer is pheromone smell trail.""]","[""Seeing"", ""Doing""]","[""general"", ""space"", ""animals""]",Sparkles
6aad5689c039c717b080adc2,From Tasting to Digesting (Human Digestion) (APPLICATION),Science,5,Class 5,From Tasting to Digesting,3,3,Where in the human body does the very FIRST step of digestion begin as food is chewed and mixed with saliva?,multiple_choice,"[""In the mouth"", ""In the stomach"", ""In the small intestine"", ""In the lungs""]",In the mouth,Digestion begins in the mouth where teeth mechanically break down food and saliva enzymatically starts digesting starches.,"[""Think about where food enters your body first."", ""Your teeth chew it and saliva mixes with it."", ""Digestion starts in the mouth.""]","[""Step 1: First point of digestive tract = Mouth."", ""Step 2: Mechanical chewing + salivary amylase."", ""Step 3: Select 'In the mouth'.""]","[""Seeing"", ""Doing""]","[""general"", ""space"", ""animals""]",Sparkles
6aad5689c039c717b080adc4,Experiments with Water (Density & Buoyancy) (APPLICATION),Science,5,Class 5,Experiments with Water (Density & Buoyancy),3,3,A fresh egg sinks to the bottom in plain tap water. What happens when you dissolve plenty of table salt into the water?,multiple_choice,"[""The egg floats to the top"", ""The egg explodes instantly"", ""The egg turns into ice"", ""The egg dissolves completely""]",The egg floats to the top,"Dissolving salt increases water density. When the salty water becomes denser than the egg, the buoyant force pushes the egg up to float.","[""Salt makes water heavier and denser."", ""Dense liquid pushes objects upward."", ""The egg floats to the top.""]","[""Step 1: Plain water: Egg density > Water density (sinks)."", ""Step 2: Add salt: Salty water density > Egg density."", ""Step 3: The egg floats.""]","[""Seeing"", ""Doing""]","[""general"", ""space"", ""animals""]",Sparkles
6aad5689c039c717b080adc6,Sunita in Space (Gravitation & Microgravity) (APPLICATION),Science,5,Class 5,Sunita in Space (Gravitation & Astronomy),3,3,"When astronaut Sunita Williams lived aboard the International Space Station, why did her hair stand up and her food float in mid-air?",multiple_choice,"[""Because of microgravity (apparent weightlessness in orbit)"", ""Because giant fans blew air upwards constantly"", ""Because space capsules have magnetic floors"", ""Because there was no air inside the cabin""]",Because of microgravity (apparent weightlessness in orbit),"In orbit, the spacecraft and astronauts are in continuous free fall, creating apparent weightlessness (microgravity) where objects float.","[""There is normal breathable air inside the station."", ""Objects float because gravity isn't pulling them onto a floor."", ""It is due to microgravity.""]","[""Step 1: Phenomenon = floating in space station."", ""Step 2: Cause = orbital free fall (microgravity)."", ""Step 3: Choose microgravity.""]","[""Seeing"", ""Doing""]","[""general"", ""space"", ""animals""]",Sparkles
